Customer_ID,AI_Repayment_Score,AI_Status_Prediction,AI_Expected_Days
CUST05367,0.0,Likely to Default,358
CUST05368,0.0,Likely to Default,270
CUST05369,100.0,Likely to Repay,80
CUST05370,0.0,Likely to Default,79
CUST05371,0.0,Likely to Default,272
CUST05372,0.0,Likely to Default,81
CUST05373,2.0,Likely to Default,74
CUST05374,96.0,Likely to Repay,86
CUST05375,100.0,Likely to Repay,355
CUST05376,98.0,Likely to Repay,168
CUST05377,95.0,Likely to Repay,352
CUST05378,100.0,Likely to Repay,94
CUST05379,0.0,Likely to Default,361
CUST05380,1.0,Likely to Default,84
CUST05381,2.0,Likely to Default,358
CUST05382,2.0,Likely to Default,177
CUST05383,0.0,Likely to Default,270
CUST05384,92.0,Likely to Repay,174
CUST05385,0.0,Likely to Default,360
CUST05386,0.0,Likely to Default,358
CUST05387,0.0,Likely to Default,175
CUST05388,100.0,Likely to Repay,355
CUST05389,0.0,Likely to Default,269
CUST05390,1.0,Likely to Default,271
CUST05391,0.0,Likely to Default,171
CUST05392,1.0,Likely to Default,85
CUST05393,1.0,Likely to Default,265
CUST05394,1.0,Likely to Default,361
CUST05395,0.0,Likely to Default,69
CUST05396,0.0,Likely to Default,272
CUST05397,98.0,Likely to Repay,82
CUST05398,2.0,Likely to Default,359
CUST05399,1.0,Likely to Default,181
CUST05400,100.0,Likely to Repay,186
CUST05401,0.0,Likely to Default,361
CUST05402,0.0,Likely to Default,182
CUST05403,1.0,Likely to Default,354
CUST05404,0.0,Likely to Default,167
CUST05405,99.0,Likely to Repay,275
CUST05406,100.0,Likely to Repay,180
CUST05407,3.0,Likely to Default,76
CUST05408,0.0,Likely to Default,175
CUST05409,99.0,Likely to Repay,174
CUST05410,1.0,Likely to Default,181
CUST05411,0.0,Likely to Default,170
CUST05412,99.0,Likely to Repay,271
CUST05413,0.0,Likely to Default,361
CUST05414,0.0,Likely to Default,268
CUST05415,2.0,Likely to Default,270
CUST05416,99.0,Likely to Repay,82
CUST05417,100.0,Likely to Repay,365
CUST05418,99.0,Likely to Repay,365
CUST05419,0.0,Likely to Default,73
CUST05420,98.0,Likely to Repay,357
CUST05421,98.0,Likely to Repay,168
CUST05422,0.0,Likely to Default,359
CUST05423,0.0,Likely to Default,81
CUST05424,0.0,Likely to Default,89
CUST05425,97.0,Likely to Repay,95
CUST05426,1.0,Likely to Default,93
CUST05427,1.0,Likely to Default,273
CUST05428,98.0,Likely to Repay,352
CUST05429,0.0,Likely to Default,265
CUST05430,100.0,Likely to Repay,96
CUST05431,0.0,Likely to Default,85
CUST05432,100.0,Likely to Repay,276
CUST05433,1.0,Likely to Default,179
CUST05434,100.0,Likely to Repay,363
CUST05435,99.0,Likely to Repay,259
CUST05436,100.0,Likely to Repay,355
CUST05437,9.0,Likely to Default,81
CUST05438,0.0,Likely to Default,92
CUST05439,0.0,Likely to Default,80
CUST05440,0.0,Likely to Default,358
CUST05441,0.0,Likely to Default,361
CUST05442,5.0,Likely to Default,271
CUST05443,98.0,Likely to Repay,88
CUST05444,100.0,Likely to Repay,261
CUST05445,100.0,Likely to Repay,172
CUST05446,1.0,Likely to Default,79
CUST05447,98.0,Likely to Repay,90
CUST05448,0.0,Likely to Default,161
CUST05449,100.0,Likely to Repay,265
CUST05450,0.0,Likely to Default,361
CUST05451,1.0,Likely to Default,80
CUST05452,0.0,Likely to Default,358
CUST05453,0.0,Likely to Default,81
CUST05454,100.0,Likely to Repay,96
CUST05455,100.0,Likely to Repay,355
CUST05456,3.0,Likely to Default,90
CUST05457,4.0,Likely to Default,171
CUST05458,0.0,Likely to Default,269
CUST05459,0.0,Likely to Default,179
CUST05460,97.0,Likely to Repay,262
CUST05461,1.0,Likely to Default,175
CUST05462,0.0,Likely to Default,167
CUST05463,100.0,Likely to Repay,274
CUST05464,100.0,Likely to Repay,98
CUST05465,0.0,Likely to Default,360
CUST05466,0.0,Likely to Default,357
CUST05467,2.0,Likely to Default,360
CUST05468,0.0,Likely to Default,81
CUST05469,100.0,Likely to Repay,171
CUST05470,94.0,Likely to Repay,174
CUST05471,1.0,Likely to Default,182
CUST05472,0.0,Likely to Default,76
CUST05473,100.0,Likely to Repay,259
CUST05474,98.0,Likely to Repay,86
CUST05475,0.0,Likely to Default,363
CUST05476,97.0,Likely to Repay,186
CUST05477,1.0,Likely to Default,87
CUST05478,0.0,Likely to Default,80
CUST05479,0.0,Likely to Default,80
CUST05480,100.0,Likely to Repay,273
CUST05481,0.0,Likely to Default,164
CUST05482,2.0,Likely to Default,87
CUST05483,100.0,Likely to Repay,83
CUST05484,97.0,Likely to Repay,362
CUST05485,0.0,Likely to Default,176
CUST05486,1.0,Likely to Default,83
CUST05487,0.0,Likely to Default,93
CUST05488,100.0,Likely to Repay,88
CUST05489,100.0,Likely to Repay,80
CUST05490,100.0,Likely to Repay,174
CUST05491,1.0,Likely to Default,73
CUST05492,2.0,Likely to Default,270
CUST05493,100.0,Likely to Repay,87
CUST05494,2.0,Likely to Default,269
CUST05495,84.0,Likely to Repay,165
CUST05496,99.0,Likely to Repay,83
CUST05497,99.0,Likely to Repay,365
CUST05498,99.0,Likely to Repay,269
CUST05499,0.0,Likely to Default,265
CUST05500,2.0,Likely to Default,80
CUST05501,0.0,Likely to Default,362
CUST05502,0.0,Likely to Default,362
CUST05503,100.0,Likely to Repay,90
CUST05504,0.0,Likely to Default,169
CUST05505,96.0,Likely to Repay,163
CUST05506,1.0,Likely to Default,89
CUST05507,0.0,Likely to Default,163
CUST05508,2.0,Likely to Default,358
CUST05509,100.0,Likely to Repay,182
CUST05510,0.0,Likely to Default,171
CUST05511,2.0,Likely to Default,171
CUST05512,99.0,Likely to Repay,81
CUST05513,100.0,Likely to Repay,89
CUST05514,1.0,Likely to Default,272
CUST05515,0.0,Likely to Default,175
CUST05516,98.0,Likely to Repay,81
CUST05517,2.0,Likely to Default,360
CUST05518,96.0,Likely to Repay,276
CUST05519,100.0,Likely to Repay,359
CUST05520,95.0,Likely to Repay,181
CUST05521,100.0,Likely to Repay,363
CUST05522,0.0,Likely to Default,267
CUST05523,99.0,Likely to Repay,171
CUST05524,99.0,Likely to Repay,88
CUST05525,0.0,Likely to Default,356
CUST05526,99.0,Likely to Repay,360
CUST05527,0.0,Likely to Default,265
CUST05528,0.0,Likely to Default,85
CUST05529,0.0,Likely to Default,171
CUST05530,0.0,Likely to Default,171
CUST05531,96.0,Likely to Repay,174
CUST05532,0.0,Likely to Default,270
CUST05533,2.0,Likely to Default,358
CUST05534,98.0,Likely to Repay,368
CUST05535,99.0,Likely to Repay,361
CUST05536,0.0,Likely to Default,360
CUST05537,0.0,Likely to Default,272
CUST05538,99.0,Likely to Repay,259
CUST05539,0.0,Likely to Default,86
CUST05540,1.0,Likely to Default,268
CUST05541,2.0,Likely to Default,361
CUST05542,100.0,Likely to Repay,184
CUST05543,0.0,Likely to Default,92
CUST05544,4.0,Likely to Default,182
CUST05545,100.0,Likely to Repay,187
CUST05546,0.0,Likely to Default,358
CUST05547,99.0,Likely to Repay,278
CUST05548,0.0,Likely to Default,268
CUST05549,1.0,Likely to Default,272
CUST05550,0.0,Likely to Default,366
CUST05551,94.0,Likely to Repay,368
CUST05552,0.0,Likely to Default,171
CUST05553,0.0,Likely to Default,80
CUST05554,0.0,Likely to Default,272
CUST05555,1.0,Likely to Default,269
CUST05556,100.0,Likely to Repay,95
CUST05557,2.0,Likely to Default,181
CUST05558,0.0,Likely to Default,173
CUST05559,0.0,Likely to Default,81
CUST05560,99.0,Likely to Repay,269
CUST05561,0.0,Likely to Default,360
CUST05562,0.0,Likely to Default,355
CUST05563,100.0,Likely to Repay,88
CUST05564,100.0,Likely to Repay,270
CUST05565,0.0,Likely to Default,89
CUST05566,100.0,Likely to Repay,182
CUST05567,0.0,Likely to Default,177
CUST05568,99.0,Likely to Repay,371
CUST05569,0.0,Likely to Default,179
CUST05570,0.0,Likely to Default,177
CUST05571,6.0,Likely to Default,88
CUST05572,0.0,Likely to Default,80
CUST05573,0.0,Likely to Default,269
CUST05574,3.0,Likely to Default,81
CUST05575,100.0,Likely to Repay,260
CUST05576,0.0,Likely to Default,359
CUST05577,0.0,Likely to Default,80
CUST05578,100.0,Likely to Repay,81
CUST05579,2.0,Likely to Default,93
CUST05580,100.0,Likely to Repay,360
CUST05581,100.0,Likely to Repay,98
CUST05582,97.0,Likely to Repay,171
CUST05583,100.0,Likely to Repay,88
CUST05584,100.0,Likely to Repay,272
CUST05585,0.0,Likely to Default,173
CUST05586,0.0,Likely to Default,80
CUST05587,1.0,Likely to Default,83
CUST05588,99.0,Likely to Repay,354
CUST05589,0.0,Likely to Default,265
CUST05590,0.0,Likely to Default,181
CUST05591,0.0,Likely to Default,175
CUST05592,3.0,Likely to Default,354
CUST05593,1.0,Likely to Default,173
CUST05594,0.0,Likely to Default,170
CUST05595,3.0,Likely to Default,268
CUST05596,2.0,Likely to Default,94
CUST05597,3.0,Likely to Default,82
CUST05598,0.0,Likely to Default,179
CUST05599,1.0,Likely to Default,268
CUST05600,87.0,Likely to Repay,359
CUST05601,0.0,Likely to Default,81
CUST05602,96.0,Likely to Repay,180
CUST05603,98.0,Likely to Repay,188
CUST05604,0.0,Likely to Default,270
CUST05605,94.0,Likely to Repay,269
CUST05606,5.0,Likely to Default,271
CUST05607,100.0,Likely to Repay,172
CUST05608,0.0,Likely to Default,269
CUST05609,0.0,Likely to Default,182
CUST05610,0.0,Likely to Default,80
CUST05611,0.0,Likely to Default,185
CUST05612,0.0,Likely to Default,176
CUST05613,94.0,Likely to Repay,98
CUST05614,99.0,Likely to Repay,260
CUST05615,99.0,Likely to Repay,266
CUST05616,2.0,Likely to Default,170
CUST05617,100.0,Likely to Repay,182
CUST05618,1.0,Likely to Default,93
CUST05619,100.0,Likely to Repay,263
CUST05620,98.0,Likely to Repay,81
CUST05621,1.0,Likely to Default,175
CUST05622,1.0,Likely to Default,177
CUST05623,98.0,Likely to Repay,81
CUST05624,1.0,Likely to Default,82
CUST05625,2.0,Likely to Default,357
CUST05626,0.0,Likely to Default,358
CUST05627,0.0,Likely to Default,268
CUST05628,100.0,Likely to Repay,85
CUST05629,0.0,Likely to Default,270
CUST05630,1.0,Likely to Default,359
CUST05631,0.0,Likely to Default,271
CUST05632,0.0,Likely to Default,358
CUST05633,100.0,Likely to Repay,93
CUST05634,99.0,Likely to Repay,92
CUST05635,100.0,Likely to Repay,270
CUST05636,100.0,Likely to Repay,91
CUST05637,0.0,Likely to Default,272
CUST05638,100.0,Likely to Repay,273
CUST05639,100.0,Likely to Repay,357
CUST05640,96.0,Likely to Repay,172
CUST05641,0.0,Likely to Default,269
CUST05642,0.0,Likely to Default,355
CUST05643,1.0,Likely to Default,359
CUST05644,0.0,Likely to Default,359
CUST05645,100.0,Likely to Repay,183
CUST05646,99.0,Likely to Repay,92
CUST05647,100.0,Likely to Repay,265
CUST05648,0.0,Likely to Default,273
CUST05649,1.0,Likely to Default,94
CUST05650,100.0,Likely to Repay,90
CUST05651,0.0,Likely to Default,361
CUST05652,99.0,Likely to Repay,359
CUST05653,1.0,Likely to Default,71
CUST05654,0.0,Likely to Default,268
CUST05655,2.0,Likely to Default,82
CUST05656,1.0,Likely to Default,81
CUST05657,0.0,Likely to Default,177
CUST05658,1.0,Likely to Default,181
CUST05659,1.0,Likely to Default,359
CUST05660,0.0,Likely to Default,361
CUST05661,0.0,Likely to Default,272
CUST05662,0.0,Likely to Default,81
CUST05663,0.0,Likely to Default,90
CUST05664,0.0,Likely to Default,185
CUST05665,0.0,Likely to Default,266
CUST05666,1.0,Likely to Default,80
CUST05667,4.0,Likely to Default,266
CUST05668,0.0,Likely to Default,178
CUST05669,0.0,Likely to Default,81
CUST05670,3.0,Likely to Default,180
CUST05671,100.0,Likely to Repay,179
CUST05672,100.0,Likely to Repay,176
CUST05673,0.0,Likely to Default,76
CUST05674,0.0,Likely to Default,269
CUST05675,96.0,Likely to Repay,75
CUST05676,100.0,Likely to Repay,185
CUST05677,0.0,Likely to Default,359
CUST05678,1.0,Likely to Default,273
CUST05679,1.0,Likely to Default,361
CUST05680,0.0,Likely to Default,165
CUST05681,100.0,Likely to Repay,93
CUST05682,6.0,Likely to Default,274
CUST05683,0.0,Likely to Default,360
CUST05684,1.0,Likely to Default,88
CUST05685,100.0,Likely to Repay,263
CUST05686,100.0,Likely to Repay,190
CUST05687,0.0,Likely to Default,181
CUST05688,0.0,Likely to Default,176
CUST05689,100.0,Likely to Repay,91
CUST05690,0.0,Likely to Default,73
CUST05691,0.0,Likely to Default,175
CUST05692,2.0,Likely to Default,173
CUST05693,0.0,Likely to Default,269
CUST05694,100.0,Likely to Repay,363
CUST05695,99.0,Likely to Repay,278
CUST05696,1.0,Likely to Default,359
CUST05697,4.0,Likely to Default,84
CUST05698,0.0,Likely to Default,271
CUST05699,0.0,Likely to Default,92
CUST05700,1.0,Likely to Default,82
CUST05701,0.0,Likely to Default,359
CUST05702,0.0,Likely to Default,358
CUST05703,0.0,Likely to Default,269
CUST05704,98.0,Likely to Repay,274
CUST05705,0.0,Likely to Default,268
CUST05706,0.0,Likely to Default,359
CUST05707,0.0,Likely to Default,177
CUST05708,0.0,Likely to Default,169
CUST05709,2.0,Likely to Default,354
CUST05710,0.0,Likely to Default,270
CUST05711,0.0,Likely to Default,174
CUST05712,0.0,Likely to Default,81
CUST05713,97.0,Likely to Repay,182
CUST05714,0.0,Likely to Default,177
CUST05715,0.0,Likely to Default,365
CUST05716,99.0,Likely to Repay,366
CUST05717,2.0,Likely to Default,162
CUST05718,1.0,Likely to Default,95
CUST05719,99.0,Likely to Repay,96
CUST05720,99.0,Likely to Repay,264
CUST05721,0.0,Likely to Default,171
CUST05722,100.0,Likely to Repay,180
CUST05723,5.0,Likely to Default,89
CUST05724,99.0,Likely to Repay,359
CUST05725,2.0,Likely to Default,182
CUST05726,100.0,Likely to Repay,98
CUST05727,0.0,Likely to Default,182
CUST05728,1.0,Likely to Default,356
CUST05729,99.0,Likely to Repay,265
CUST05730,0.0,Likely to Default,357
CUST05731,99.0,Likely to Repay,358
CUST05732,100.0,Likely to Repay,88
CUST05733,2.0,Likely to Default,90
CUST05734,100.0,Likely to Repay,368
CUST05735,0.0,Likely to Default,83
CUST05736,1.0,Likely to Default,363
CUST05737,1.0,Likely to Default,358
CUST05738,1.0,Likely to Default,183
CUST05739,97.0,Likely to Repay,359
CUST05740,1.0,Likely to Default,263
CUST05741,1.0,Likely to Default,71
CUST05742,99.0,Likely to Repay,268
CUST05743,95.0,Likely to Repay,88
CUST05744,3.0,Likely to Default,357
CUST05745,0.0,Likely to Default,270
CUST05746,0.0,Likely to Default,169
CUST05747,100.0,Likely to Repay,363
CUST05748,97.0,Likely to Repay,354
CUST05749,1.0,Likely to Default,363
CUST05750,98.0,Likely to Repay,177
CUST05751,0.0,Likely to Default,267
CUST05752,100.0,Likely to Repay,358
CUST05753,97.0,Likely to Repay,267
CUST05754,1.0,Likely to Default,359
CUST05755,0.0,Likely to Default,360
CUST05756,0.0,Likely to Default,357
CUST05757,1.0,Likely to Default,177
CUST05758,1.0,Likely to Default,362
CUST05759,99.0,Likely to Repay,274
CUST05760,0.0,Likely to Default,361
CUST05761,0.0,Likely to Default,266
CUST05762,100.0,Likely to Repay,266
CUST05763,97.0,Likely to Repay,87
CUST05764,0.0,Likely to Default,272
CUST05765,1.0,Likely to Default,93
CUST05766,100.0,Likely to Repay,190
CUST05767,0.0,Likely to Default,360
CUST05768,99.0,Likely to Repay,173
CUST05769,0.0,Likely to Default,170
CUST05770,0.0,Likely to Default,272
CUST05771,1.0,Likely to Default,361
CUST05772,0.0,Likely to Default,359
CUST05773,1.0,Likely to Default,181
CUST05774,0.0,Likely to Default,79
CUST05775,1.0,Likely to Default,84
CUST05776,1.0,Likely to Default,267
CUST05777,2.0,Likely to Default,93
CUST05778,0.0,Likely to Default,93
CUST05779,0.0,Likely to Default,172
CUST05780,100.0,Likely to Repay,94
CUST05781,100.0,Likely to Repay,369
CUST05782,99.0,Likely to Repay,181
CUST05783,0.0,Likely to Default,174
CUST05784,1.0,Likely to Default,89
CUST05785,0.0,Likely to Default,357
CUST05786,0.0,Likely to Default,361
CUST05787,0.0,Likely to Default,78
CUST05788,2.0,Likely to Default,362
CUST05789,100.0,Likely to Repay,261
CUST05790,1.0,Likely to Default,266
CUST05791,1.0,Likely to Default,79
CUST05792,100.0,Likely to Repay,171
CUST05793,2.0,Likely to Default,182
CUST05794,1.0,Likely to Default,358
CUST05795,100.0,Likely to Repay,274
CUST05796,100.0,Likely to Repay,172
CUST05797,2.0,Likely to Default,361
CUST05798,0.0,Likely to Default,274
CUST05799,0.0,Likely to Default,178
CUST05800,5.0,Likely to Default,362
CUST05801,1.0,Likely to Default,85
CUST05802,0.0,Likely to Default,87
CUST05803,99.0,Likely to Repay,170
CUST05804,0.0,Likely to Default,358
CUST05805,100.0,Likely to Repay,269
CUST05806,96.0,Likely to Repay,81
CUST05807,0.0,Likely to Default,267
CUST05808,0.0,Likely to Default,355
CUST05809,98.0,Likely to Repay,94
CUST05810,2.0,Likely to Default,179
CUST05811,0.0,Likely to Default,81
CUST05812,0.0,Likely to Default,169
CUST05813,0.0,Likely to Default,270
CUST05814,2.0,Likely to Default,71
CUST05815,100.0,Likely to Repay,364
CUST05816,100.0,Likely to Repay,265
CUST05817,99.0,Likely to Repay,273
CUST05818,100.0,Likely to Repay,172
CUST05819,0.0,Likely to Default,358
CUST05820,0.0,Likely to Default,269
CUST05821,2.0,Likely to Default,84
CUST05822,0.0,Likely to Default,182
CUST05823,0.0,Likely to Default,358
CUST05824,2.0,Likely to Default,180
CUST05825,99.0,Likely to Repay,180
CUST05826,0.0,Likely to Default,270
CUST05827,99.0,Likely to Repay,79
CUST05828,96.0,Likely to Repay,87
CUST05829,0.0,Likely to Default,364
CUST05830,1.0,Likely to Default,359
CUST05831,99.0,Likely to Repay,94
CUST05832,99.0,Likely to Repay,181
CUST05833,1.0,Likely to Default,161
CUST05834,97.0,Likely to Repay,93
CUST05835,2.0,Likely to Default,275
CUST05836,3.0,Likely to Default,175
CUST05837,0.0,Likely to Default,89
CUST05838,0.0,Likely to Default,264
CUST05839,99.0,Likely to Repay,176
CUST05840,97.0,Likely to Repay,363
CUST05841,0.0,Likely to Default,176
CUST05842,2.0,Likely to Default,175
CUST05843,0.0,Likely to Default,78
CUST05844,4.0,Likely to Default,173
CUST05845,1.0,Likely to Default,179
CUST05846,1.0,Likely to Default,274
CUST05847,0.0,Likely to Default,76
CUST05848,100.0,Likely to Repay,261
CUST05849,3.0,Likely to Default,364
CUST05850,2.0,Likely to Default,178
CUST05851,99.0,Likely to Repay,87
CUST05852,0.0,Likely to Default,358
CUST05853,0.0,Likely to Default,86
CUST05854,100.0,Likely to Repay,178
CUST05855,2.0,Likely to Default,88
CUST05856,4.0,Likely to Default,84
CUST05857,0.0,Likely to Default,267
CUST05858,95.0,Likely to Repay,98
CUST05859,2.0,Likely to Default,73
CUST05860,100.0,Likely to Repay,272
CUST05861,99.0,Likely to Repay,189
CUST05862,100.0,Likely to Repay,365
CUST05863,100.0,Likely to Repay,266
CUST05864,0.0,Likely to Default,176
CUST05865,100.0,Likely to Repay,186
CUST05866,99.0,Likely to Repay,369
CUST05867,0.0,Likely to Default,181
CUST05868,0.0,Likely to Default,268
CUST05869,3.0,Likely to Default,180
CUST05870,1.0,Likely to Default,360
CUST05871,100.0,Likely to Repay,366
CUST05872,0.0,Likely to Default,268
CUST05873,99.0,Likely to Repay,260
CUST05874,87.0,Likely to Repay,177
CUST05875,0.0,Likely to Default,357
CUST05876,98.0,Likely to Repay,355
CUST05877,0.0,Likely to Default,175
CUST05878,100.0,Likely to Repay,364
CUST05879,99.0,Likely to Repay,266
CUST05880,2.0,Likely to Default,271
CUST05881,0.0,Likely to Default,180
CUST05882,1.0,Likely to Default,180
CUST05883,100.0,Likely to Repay,178
CUST05884,0.0,Likely to Default,270
CUST05885,0.0,Likely to Default,272
CUST05886,99.0,Likely to Repay,351
CUST05887,1.0,Likely to Default,269
CUST05888,100.0,Likely to Repay,182
CUST05889,1.0,Likely to Default,88
CUST05890,100.0,Likely to Repay,90
CUST05891,1.0,Likely to Default,95
CUST05892,0.0,Likely to Default,82
CUST05893,0.0,Likely to Default,81
CUST05894,93.0,Likely to Repay,264
CUST05895,0.0,Likely to Default,180
CUST05896,100.0,Likely to Repay,177
CUST05897,99.0,Likely to Repay,364
CUST05898,0.0,Likely to Default,170
CUST05899,96.0,Likely to Repay,362
CUST05900,0.0,Likely to Default,166
CUST05901,98.0,Likely to Repay,355
CUST05902,1.0,Likely to Default,360
CUST05903,3.0,Likely to Default,174
CUST05904,2.0,Likely to Default,87
CUST05905,1.0,Likely to Default,172
CUST05906,2.0,Likely to Default,178
CUST05907,96.0,Likely to Repay,97
CUST05908,99.0,Likely to Repay,171
CUST05909,2.0,Likely to Default,358
CUST05910,99.0,Likely to Repay,88
CUST05911,1.0,Likely to Default,87
CUST05912,0.0,Likely to Default,269
CUST05913,0.0,Likely to Default,358
CUST05914,98.0,Likely to Repay,366
CUST05915,100.0,Likely to Repay,180
CUST05916,100.0,Likely to Repay,176
CUST05917,100.0,Likely to Repay,352
CUST05918,97.0,Likely to Repay,364
CUST05919,0.0,Likely to Default,362
CUST05920,99.0,Likely to Repay,178
CUST05921,100.0,Likely to Repay,363
CUST05922,0.0,Likely to Default,358
CUST05923,100.0,Likely to Repay,85
CUST05924,0.0,Likely to Default,357
CUST05925,100.0,Likely to Repay,274
CUST05926,3.0,Likely to Default,172
CUST05927,0.0,Likely to Default,80
CUST05928,0.0,Likely to Default,359
CUST05929,1.0,Likely to Default,361
CUST05930,98.0,Likely to Repay,90
CUST05931,12.0,Likely to Default,95
CUST05932,100.0,Likely to Repay,98
CUST05933,0.0,Likely to Default,270
CUST05934,0.0,Likely to Default,266
CUST05935,99.0,Likely to Repay,92
CUST05936,0.0,Likely to Default,358
CUST05937,96.0,Likely to Repay,180
CUST05938,2.0,Likely to Default,271
CUST05939,2.0,Likely to Default,180
CUST05940,0.0,Likely to Default,175
CUST05941,3.0,Likely to Default,267
CUST05942,100.0,Likely to Repay,185
CUST05943,96.0,Likely to Repay,362
CUST05944,100.0,Likely to Repay,272
CUST05945,0.0,Likely to Default,270
CUST05946,0.0,Likely to Default,177
CUST05947,2.0,Likely to Default,178
CUST05948,0.0,Likely to Default,93
CUST05949,99.0,Likely to Repay,272
CUST05950,3.0,Likely to Default,171
CUST05951,1.0,Likely to Default,364
CUST05952,0.0,Likely to Default,267
CUST05953,0.0,Likely to Default,84
CUST05954,0.0,Likely to Default,356
CUST05955,1.0,Likely to Default,84
CUST05956,1.0,Likely to Default,88
CUST05957,1.0,Likely to Default,362
CUST05958,100.0,Likely to Repay,93
CUST05959,1.0,Likely to Default,86
CUST05960,1.0,Likely to Default,93
CUST05961,0.0,Likely to Default,80
CUST05962,100.0,Likely to Repay,91
CUST05963,100.0,Likely to Repay,262
CUST05964,99.0,Likely to Repay,184
CUST05965,0.0,Likely to Default,270
CUST05966,99.0,Likely to Repay,278
CUST05967,1.0,Likely to Default,162
CUST05968,0.0,Likely to Default,163
CUST05969,0.0,Likely to Default,360
CUST05970,0.0,Likely to Default,85
CUST05971,0.0,Likely to Default,166
CUST05972,99.0,Likely to Repay,364
CUST05973,100.0,Likely to Repay,369
CUST05974,0.0,Likely to Default,270
CUST05975,100.0,Likely to Repay,365
CUST05976,100.0,Likely to Repay,85
CUST05977,96.0,Likely to Repay,261
CUST05978,99.0,Likely to Repay,173
CUST05979,99.0,Likely to Repay,265
CUST05980,98.0,Likely to Repay,272
CUST05981,98.0,Likely to Repay,94
CUST05982,0.0,Likely to Default,86
CUST05983,3.0,Likely to Default,272
CUST05984,100.0,Likely to Repay,176
CUST05985,100.0,Likely to Repay,98
CUST05986,99.0,Likely to Repay,265
CUST05987,0.0,Likely to Default,72
CUST05988,1.0,Likely to Default,93
CUST05989,1.0,Likely to Default,358
CUST05990,99.0,Likely to Repay,180
CUST05991,0.0,Likely to Default,269
CUST05992,98.0,Likely to Repay,261
CUST05993,0.0,Likely to Default,357
CUST05994,0.0,Likely to Default,267
CUST05995,2.0,Likely to Default,269
CUST05996,100.0,Likely to Repay,352
CUST05997,1.0,Likely to Default,358
CUST05998,3.0,Likely to Default,273
CUST05999,99.0,Likely to Repay,366
CUST06000,5.0,Likely to Default,88
CUST06001,100.0,Likely to Repay,84
CUST06002,1.0,Likely to Default,80
CUST06003,1.0,Likely to Default,90
CUST06004,1.0,Likely to Default,359
CUST06005,100.0,Likely to Repay,183
CUST06006,0.0,Likely to Default,181
CUST06007,1.0,Likely to Default,270
CUST06008,1.0,Likely to Default,182
CUST06009,0.0,Likely to Default,80
CUST06010,1.0,Likely to Default,357
CUST06011,100.0,Likely to Repay,94
CUST06012,4.0,Likely to Default,79
CUST06013,1.0,Likely to Default,360
CUST06014,0.0,Likely to Default,91
CUST06015,0.0,Likely to Default,93
CUST06016,1.0,Likely to Default,359
CUST06017,99.0,Likely to Repay,357
CUST06018,100.0,Likely to Repay,262
CUST06019,0.0,Likely to Default,269
CUST06020,100.0,Likely to Repay,83
CUST06021,0.0,Likely to Default,270
CUST06022,0.0,Likely to Default,177
CUST06023,4.0,Likely to Default,169
CUST06024,98.0,Likely to Repay,93
CUST06025,99.0,Likely to Repay,272
CUST06026,100.0,Likely to Repay,80
CUST06027,0.0,Likely to Default,267
CUST06028,1.0,Likely to Default,366
CUST06029,0.0,Likely to Default,361
CUST06030,96.0,Likely to Repay,352
CUST06031,0.0,Likely to Default,358
CUST06032,0.0,Likely to Default,79
CUST06033,0.0,Likely to Default,80
CUST06034,100.0,Likely to Repay,94
CUST06035,0.0,Likely to Default,175
CUST06036,0.0,Likely to Default,360
CUST06037,100.0,Likely to Repay,361
CUST06038,95.0,Likely to Repay,355
CUST06039,1.0,Likely to Default,268
CUST06040,2.0,Likely to Default,268
CUST06041,0.0,Likely to Default,177
CUST06042,99.0,Likely to Repay,177
CUST06043,1.0,Likely to Default,271
CUST06044,100.0,Likely to Repay,266
CUST06045,0.0,Likely to Default,92
CUST06046,0.0,Likely to Default,82
CUST06047,0.0,Likely to Default,268
CUST06048,1.0,Likely to Default,358
CUST06049,3.0,Likely to Default,274
CUST06050,98.0,Likely to Repay,87
CUST06051,98.0,Likely to Repay,177
CUST06052,1.0,Likely to Default,272
CUST06053,0.0,Likely to Default,269
CUST06054,99.0,Likely to Repay,354
CUST06055,0.0,Likely to Default,176
CUST06056,99.0,Likely to Repay,358
CUST06057,1.0,Likely to Default,164
CUST06058,0.0,Likely to Default,360
CUST06059,0.0,Likely to Default,178
CUST06060,99.0,Likely to Repay,266
CUST06061,1.0,Likely to Default,269
CUST06062,2.0,Likely to Default,269
CUST06063,100.0,Likely to Repay,95
CUST06064,0.0,Likely to Default,171
CUST06065,2.0,Likely to Default,179
CUST06066,0.0,Likely to Default,358
CUST06067,0.0,Likely to Default,82
CUST06068,0.0,Likely to Default,358
CUST06069,0.0,Likely to Default,80
CUST06070,0.0,Likely to Default,362
CUST06071,1.0,Likely to Default,74
CUST06072,97.0,Likely to Repay,356
CUST06073,0.0,Likely to Default,360
CUST06074,0.0,Likely to Default,81
CUST06075,88.0,Likely to Repay,179
CUST06076,99.0,Likely to Repay,367
CUST06077,0.0,Likely to Default,91
CUST06078,0.0,Likely to Default,86
CUST06079,0.0,Likely to Default,180
CUST06080,99.0,Likely to Repay,181
CUST06081,1.0,Likely to Default,176
CUST06082,0.0,Likely to Default,177
CUST06083,2.0,Likely to Default,364
CUST06084,98.0,Likely to Repay,363
CUST06085,0.0,Likely to Default,266
CUST06086,1.0,Likely to Default,356
CUST06087,0.0,Likely to Default,269
